estado,nome,data,cidade,distancias,organizador,link_corrida,link_oficial
AP,,13/09/2026,,10/5km,,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=51312&Muchacho,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=51312&Muchacho
AP,,19/09/2026,,10/5km,JB Sports,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=50964&2%AA%20Corrida%20do%20Bah%EAa%20-%20Princesa%20do%20Sert%E3o,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=50964&2%AA%20Corrida%20do%20Bah%EAa%20-%20Princesa%20do%20Sert%E3o
AP,,20/09/2026,,10/5km,ASM Oliveira,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=50965&Corrida%20da%20Sa%FAde%20F%E1rmacia%20Brito,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=50965&Corrida%20da%20Sa%FAde%20F%E1rmacia%20Brito
AP,,27/09/2026,,21/10/5km,KNS Assessoria Esportiva,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=51819&II%20Meia%20Maratona%20de%20Paulo%20Afonso,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=51819&II%20Meia%20Maratona%20de%20Paulo%20Afonso
AP,,27/09/2026,,18/10/5km,Norte Mktg Esportivo,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52917&Circuito%20das%20Esta%E7%F5es%20-%20Primavera,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52917&Circuito%20das%20Esta%E7%F5es%20-%20Primavera
AP,,27/09/2026,,42/21/10/5km,MP3 Marketing Promocional,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52473&Maratona%20Salvador%202026,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52473&Maratona%20Salvador%202026
AP,,11/10/2026,,6km,,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52063&II%20Corrida%20Joia%20do%20Sert%E3o%20Baiano,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52063&II%20Corrida%20Joia%20do%20Sert%E3o%20Baiano
AP,,17/10/2026,,12/8/4km,Norte Mktg Esportivo,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=53058&Night%20Run%202026,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=53058&Night%20Run%202026
AP,,17/10/2026,,35/21/15/7km,,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52064&Caatinga%20Trail%202026,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52064&Caatinga%20Trail%202026
AP,,18/10/2026,,5km,,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52213&5%AA%20Corrida%20e%20Caminhada%20Outubro%20Rosa,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52213&5%AA%20Corrida%20e%20Caminhada%20Outubro%20Rosa
AP,,01/11/2026,,10/5km,,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52066&2%AA%20Corrida%20Clube%20dos%2040,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52066&2%AA%20Corrida%20Clube%20dos%2040
AP,,07/11/2026,,10/5km,RG+,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52475&Feira%20Night%20Run%20An%E1lise,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52475&Feira%20Night%20Run%20An%E1lise
AP,,22/11/2026,,6km,TF Sports,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52803&Santander%20Track&Fields%20Run%20Series%20-%20Praia%20do%20Forte,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52803&Santander%20Track&Fields%20Run%20Series%20-%20Praia%20do%20Forte
AP,,13/12/2026,,10/5km,Norte Mktg Esportivo,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52918&Circuito%20das%20Esta%E7%F5es%20-%20Ver%E3o,https://www.corridasbr.com.br/ap/mostracorrida.asp?escolha=52918&Circuito%20das%20Esta%E7%F5es%20-%20Ver%E3o
BA,,04/01/2026,,11km,Associação de Esporte e Cultura de Itapé,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50976&Eco%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50976&Eco%20Run
BA,,04/01/2026,,5km,Daniel Barros,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50809&Daniel%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50809&Daniel%20Run
BA,,11/01/2026,,5km,MS Sports,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51752&Corrida%20Arqueol%F3gica,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51752&Corrida%20Arqueol%F3gica
BA,,11/01/2026,,16/8km,Loucos Por Trilha,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=48790&4%BA%20Trailrun%20dos%20Loucos,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=48790&4%BA%20Trailrun%20dos%20Loucos
BA,,11/01/2026,,10/5km,46ª Companhia Independente da Polícia Militar,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52056&1%AA%20Corrida%20do%2046%B0%20CIPM,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52056&1%AA%20Corrida%20do%2046%B0%20CIPM
BA,,11/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51820&1%AA%20Corrida%20Kenio,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51820&1%AA%20Corrida%20Kenio
BA,,11/01/2026,,10/5 Milhas,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=46229&Virgulino%20Run%2010%20Milhas,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=46229&Virgulino%20Run%2010%20Milhas
BA,,15/01/2026,,,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52468&Corrida%20Antirracistas%20Running,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52468&Corrida%20Antirracistas%20Running
BA,,15/01/2026,,,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50955&Run2Fun,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50955&Run2Fun
BA,,17/01/2026,,5km,Jailan Queiroz,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52476&Trein%E3o%20Profit%20e%20Qj%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52476&Trein%E3o%20Profit%20e%20Qj%20Run
BA,,18/01/2026,,,COJAB,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51260&2%AA%20Corrida%20COJAB,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51260&2%AA%20Corrida%20COJAB
BA,,18/01/2026,,5km,MS Sports,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51750&1%AA%20Corrida%20do%20Laborat%F3rio%20Neocentro,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51750&1%AA%20Corrida%20do%20Laborat%F3rio%20Neocentro
BA,,18/01/2026,,10/5km,Boni Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52067&Corrida%20Flor%20Bonina%202026,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52067&Corrida%20Flor%20Bonina%202026
BA,,18/01/2026,,5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52205&Circuito%20do%20Sol,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52205&Circuito%20do%20Sol
BA,,18/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51311&Climinha%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51311&Climinha%20Run
BA,,18/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=47352&4%AA%20Corrida%20R%FAstica%20do%20Bonfim,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=47352&4%AA%20Corrida%20R%FAstica%20do%20Bonfim
BA,,18/01/2026,,5/3km,Arthur Felipe Cabral,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52631&Jacobina%20Gospel%20Run%202026,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52631&Jacobina%20Gospel%20Run%202026
BA,,18/01/2026,,5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=48288&1%AA%20Corrida%20da%20Capital%20do%20Umb%FA,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=48288&1%AA%20Corrida%20da%20Capital%20do%20Umb%FA
BA,,18/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52215&Corre%20Salinas,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52215&Corre%20Salinas
BA,,18/01/2026,,5/3km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50957&5%BA%20Trein%E3o%20Corre%20B%EAn%E7%E3o,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50957&5%BA%20Trein%E3o%20Corre%20B%EAn%E7%E3o
BA,,18/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52206&Climinha%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52206&Climinha%20Run
BA,,18/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=48589&Corrida%20Corre%20Crist%E3o,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=48589&Corrida%20Corre%20Crist%E3o
BA,,18/01/2026,,,Marcos Evaristo de Oliveira Cerqueira,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52474&1%AA%20Corrida%20Nova%20Farma,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52474&1%AA%20Corrida%20Nova%20Farma
BA,,18/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52062&Dark%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52062&Dark%20Run
BA,,24/01/2026,,21/10/5km,Joseni Teixeira Rocha,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51644&Itaitu%20Eco%20Run%20-%20IX%20Edi%E7%E3o,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51644&Itaitu%20Eco%20Run%20-%20IX%20Edi%E7%E3o
BA,,24/01/2026,,6km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52264&CrossBeer%20Run%20Challenge,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52264&CrossBeer%20Run%20Challenge
BA,,25/01/2026,,5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52207&3%BA%20Trein%E3o%20nos%20Bairros,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52207&3%BA%20Trein%E3o%20nos%20Bairros
BA,,25/01/2026,,10/5km,Gil Bala,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51876&1%AA%20Corrida%20R%FAstica%20de%20Santana%20do%20Sobrado,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51876&1%AA%20Corrida%20R%FAstica%20de%20Santana%20do%20Sobrado
BA,,25/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=49343&Euna%20Running%202026,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=49343&Euna%20Running%202026
BA,,25/01/2026,,5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52645&4%AA%20Corrida%20de%20Reis,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52645&4%AA%20Corrida%20de%20Reis
BA,,25/01/2026,,5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52208&Trein%E3o%20Corre%20Nacci%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52208&Trein%E3o%20Corre%20Nacci%20Run
BA,,25/01/2026,,7km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51262&1%AA%20Corrida%20Sa%FAde%20em%20Movimento,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51262&1%AA%20Corrida%20Sa%FAde%20em%20Movimento
BA,,25/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51775&P%E9%20de%20SerraRun,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51775&P%E9%20de%20SerraRun
BA,,25/01/2026,,21/10/5km,Club da Corrida,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=42495&VI%20Desafio%20Rock%B4n%B4Roll%20Club%202026,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=42495&VI%20Desafio%20Rock%B4n%B4Roll%20Club%202026
BA,,31/01/2026,,10/5km,Marco Lacerda,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52209&9%AA%20Corrida%20Asa%20Branca,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52209&9%AA%20Corrida%20Asa%20Branca
BA,,31/01/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50958&Trein%E3o%20Runnners%20Fantasy%20-%206%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50958&Trein%E3o%20Runnners%20Fantasy%20-%206%AA%20Edi%E7%E3o
BA,,01/02/2026,,10km,Maerlon Santos de Oliveira,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=49156&Assessoria%20Esportiva%20Maerlon%20Coach%2010%20Anos,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=49156&Assessoria%20Esportiva%20Maerlon%20Coach%2010%20Anos
BA,,01/02/2026,,6km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50966&Corrida%20da%20Elite%20Ver%E3o,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50966&Corrida%20da%20Elite%20Ver%E3o
BA,,01/02/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52068&1%B0%20Corrida%20de%20Rua%20e%20Rach%E3o%20de%20Bike,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52068&1%B0%20Corrida%20de%20Rua%20e%20Rach%E3o%20de%20Bike
BA,,01/02/2026,,5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52069&Movimenta%20Jucuru%E7u,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52069&Movimenta%20Jucuru%E7u
BA,,01/02/2026,,5km,MP3 Produções,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52469&Corre%20Carnaval%20Folia%202026,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52469&Corre%20Carnaval%20Folia%202026
BA,,01/02/2026,,10/5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50454&XiqueRun%202026,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50454&XiqueRun%202026
BA,,07/02/2026,,5km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52180&Corre%20Mix,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52180&Corre%20Mix
BA,,07/02/2026,,"4,8km",Jardel Moura Assessoria Esportiva,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51608&Manu%20Folia%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=51608&Manu%20Folia%20Run
BA,,08/02/2026,,4km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=49675&II%20Corrida%20Solid%E1ria%20UNEB%20Barreiras,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=49675&II%20Corrida%20Solid%E1ria%20UNEB%20Barreiras
BA,,08/02/2026,,4km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50291&II%20Trilha%20Solid%E1ria%20da%20UNEB,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=50291&II%20Trilha%20Solid%E1ria%20da%20UNEB
BA,,08/02/2026,,5km,Alexandre de Jesus silva,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52179&Narkfit%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52179&Narkfit%20Run
BA,,22/02/2026,,5/3km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52065&Corrida%20Solid%E1ria%20do%20Projeto%20Resgatando%20a%20Auto%20Estima,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52065&Corrida%20Solid%E1ria%20do%20Projeto%20Resgatando%20a%20Auto%20Estima
BA,,28/02/2026,,42/21/12/6km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52070&Trail%20Run%20do%20Descobrimento,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52070&Trail%20Run%20do%20Descobrimento
CE,,10/01/2026,,5/3km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51339&1%AA%20Corrida%20Bello%20P%E9,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51339&1%AA%20Corrida%20Bello%20P%E9
CE,,10/01/2026,,10/5km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52723&1%AA%20Muri%FA%20Run,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52723&1%AA%20Muri%FA%20Run
CE,,11/01/2026,,5km,Daniela Coelho do Nascimento,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51997&II%20Corridado%20Projeto%20%C1gua,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51997&II%20Corridado%20Projeto%20%C1gua
CE,,11/01/2026,,10/5/3km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52091&6%AA%20Corrida%20Auge%20Motos,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52091&6%AA%20Corrida%20Auge%20Motos
CE,,18/01/2026,,5/3km,Tales Capistrano,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52219&1%BA%20Trein%E3o%20Corre%20Capistrano,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52219&1%BA%20Trein%E3o%20Corre%20Capistrano
CE,,18/01/2026,,10/5km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51917&Corrida%20Muito%20Mais%20-%20Supermercado%20Moranguinho,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51917&Corrida%20Muito%20Mais%20-%20Supermercado%20Moranguinho
CE,,18/01/2026,,6km,Outdoor Eventos Esportivos,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52700&3%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52700&3%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o
CE,,18/01/2026,,5km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51998&Integra%20Run%20-%20Corrida%20pela%20inclus%E3o,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51998&Integra%20Run%20-%20Corrida%20pela%20inclus%E3o
CE,,18/01/2026,,"5/2,5km",,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52500&Corrida%20do%20Jos%E9%20-%20Etapa%20Iguatemi%20Fortaleza,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52500&Corrida%20do%20Jos%E9%20-%20Etapa%20Iguatemi%20Fortaleza
CE,,18/01/2026,,6km,Marcio de Araújo Costa,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52095&Circuito%20Dona%20Maria%20Cesaria,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52095&Circuito%20Dona%20Maria%20Cesaria
CE,,18/01/2026,,7km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=48470&3%AA%20Corrida%20Centro%20Lanches,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=48470&3%AA%20Corrida%20Centro%20Lanches
CE,,18/01/2026,,5km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=50257&1%AA%20Corrida%20Ma%E7%F4nica%20da%20Fraternidade,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=50257&1%AA%20Corrida%20Ma%E7%F4nica%20da%20Fraternidade
CE,,18/01/2026,,5km,Eveline Melo,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51285&Desafio%20Pentas%20Run%202025,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51285&Desafio%20Pentas%20Run%202025
CE,,24/01/2026,,5/3km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52515&5%AA%20Night%20Run,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52515&5%AA%20Night%20Run
CE,,25/01/2026,,5/3km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51903&1%BA%20Anivers%E1rio%20Corre%20BV,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51903&1%BA%20Anivers%E1rio%20Corre%20BV
CE,,25/01/2026,,10/5km,SESC,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=48986&Circuito%20SESC%20de%20Corridas%20-%20Etapa%20Fortaleza,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=48986&Circuito%20SESC%20de%20Corridas%20-%20Etapa%20Fortaleza
CE,,25/01/2026,,10/5km,SESC,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52977&Circuito%20Sesc%20de%20Corridas%20-%20Fortaleza,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52977&Circuito%20Sesc%20de%20Corridas%20-%20Fortaleza
CE,,25/01/2026,,12/8/4km,Circuito das Serras,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51327&Circuito%20das%20Serras%20%96%20Etapa%20Guaramiranga,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51327&Circuito%20das%20Serras%20%96%20Etapa%20Guaramiranga
CE,,25/01/2026,,10/5/3km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51999&1%AA%20Corrida%20TM%20Run,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51999&1%AA%20Corrida%20TM%20Run
CE,,25/01/2026,,10/5/2km,Prefeitura Municipal,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52684&Corrida%20S%E3o%20Sebasti%E3o%202026,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52684&Corrida%20S%E3o%20Sebasti%E3o%202026
CE,,25/01/2026,,6km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51324&7%AA%20Corrida%20Premium%20Solid%E1ria,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51324&7%AA%20Corrida%20Premium%20Solid%E1ria
CE,,25/01/2026,,5/3km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52197&1%AA%20Corrida%20John%20Barbearia,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52197&1%AA%20Corrida%20John%20Barbearia
CE,,31/01/2026,,3km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=53015&Sunset%20Run%20Vai%20no%20teu%20Ritmo,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=53015&Sunset%20Run%20Vai%20no%20teu%20Ritmo
CE,,31/01/2026,,5km,Kadin Team,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51918&Beberibe%20Night%20Run%20-%207%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51918&Beberibe%20Night%20Run%20-%207%AA%20Edi%E7%E3o
CE,,31/01/2026,,5/3km,Matheus Pinheiro,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51326&1%AA%20Corrida%20para%20Jesus%20com%20Imaculada,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51326&1%AA%20Corrida%20para%20Jesus%20com%20Imaculada
CE,,01/02/2026,,5/3km,Paulo Henrique,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52000&Corrida%20Desbrava%20Race,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52000&Corrida%20Desbrava%20Race
CE,,07/02/2026,,10/5km,Enilson Filho,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52001&Tera%20Run%20-%201%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52001&Tera%20Run%20-%201%AA%20Edi%E7%E3o
CE,,08/02/2026,,10/5km,AceleraMKT,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52002&2%AA%20Corrida%20Nanag%E1s,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52002&2%AA%20Corrida%20Nanag%E1s
CE,,08/02/2026,,7km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51325&4%AA%20Corrida%20do%20Clube%20Society%20Cajueiro,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=51325&4%AA%20Corrida%20do%20Clube%20Society%20Cajueiro
CE,,08/02/2026,,10/5/3km,Marcio Alencar,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52218&1%AA%20Corrida%20STALKER%20e%20FADAT,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52218&1%AA%20Corrida%20STALKER%20e%20FADAT
CE,,09/02/2026,,6/3km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52089&1%AA%20Corrida%20e%20Caminhada%20Hebrom,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52089&1%AA%20Corrida%20e%20Caminhada%20Hebrom
CE,,22/02/2026,,5/3km,,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52702&Corrida%20de%2025%20Anos%20Novo%20S%E3o%20Luis,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52702&Corrida%20de%2025%20Anos%20Novo%20S%E3o%20Luis
CE,,22/02/2026,,Diversas,Cícero Sales Barboza,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52701&6%BA%20Desafio%20da%20Serra%20de%20S%E3o%20Pedro,https://www.corridasbr.com.br/ce/mostracorrida.asp?escolha=52701&6%BA%20Desafio%20da%20Serra%20de%20S%E3o%20Pedro
DF,,04/01/2026,,5km,Conta Passos Produções e Eventos,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=50996&Corrida%20Number%20#1%202026,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=50996&Corrida%20Number%20#1%202026
DF,,11/01/2026,,10/5km,,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51451&3%AA%20Corrida%20e%20Caminhada%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51451&3%AA%20Corrida%20e%20Caminhada%20de%20S%E3o%20Sebasti%E3o
DF,,18/01/2026,,10/5km,Academia Evolve,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51761&Evolve%20Run%20-%20Noroeste,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51761&Evolve%20Run%20-%20Noroeste
DF,,18/01/2026,,10/5km,Bruno Atleta Eventos,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52506&Fast%20Run%20BSB,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52506&Fast%20Run%20BSB
DF,,25/01/2026,,43/21/12/7km,Corridas de Montanha,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51442&Corridas%20de%20Montanha%20-%20Taboquinha,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51442&Corridas%20de%20Montanha%20-%20Taboquinha
DF,,25/01/2026,,5/3km,Kms Club,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53118&Desafio%203km%20e%205km,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53118&Desafio%203km%20e%205km
