estado,nome,data,cidade,distancias,organizador,link_corrida,link_oficial
MG,2ª Corrida GR Fitness,18/01/2026,,10/5km,GR Fitness,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=44284&2%AA%20Corrida%20GR%20Fitness,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=44284&2%AA%20Corrida%20GR%20Fitness
MG,1ª Corrida Rústica da Bichinhos,18/01/2026,,5km,Clínica Veterinária Bichinhos Protegidos.,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51048&1%AA%20Corrida%20R%FAstica%20da%20Bichinhos,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51048&1%AA%20Corrida%20R%FAstica%20da%20Bichinhos
MG,6ª Corrida Rústica de São Sebastião do Oeste,18/01/2026,,10/6km,Paróquia de São Sebastião,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51049&6%AA%20Corrida%20R%FAstica%20de%20S%E3o%20Sebasti%E3o%20do%20Oeste,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51049&6%AA%20Corrida%20R%FAstica%20de%20S%E3o%20Sebasti%E3o%20do%20Oeste
MG,Trail Run 2026,18/01/2026,,21/14/7km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51647&Trail%20Run%202026,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51647&Trail%20Run%202026
MG,Park Run,25/01/2026,,9/6km,TBH Esportes,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52074&Park%20Run,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52074&Park%20Run
MG,3ª Corrida da Polícia Militar,25/01/2026,,10/5km,ASSEEMG,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50141&3%AA%20Corrida%20da%20Pol%EDcia%20Militar,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50141&3%AA%20Corrida%20da%20Pol%EDcia%20Militar
MG,9ª Corrida de Reis de Bom Despacho,25/01/2026,,10/5km,Prefeitura Municipal,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50797&9%AA%20Corrida%20de%20Reis%20de%20Bom%20Despacho,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50797&9%AA%20Corrida%20de%20Reis%20de%20Bom%20Despacho
MG,1ª Corrida e Caminhada Contra a Pólio,25/01/2026,,"6,5km",Rotaract Club de Congonhas,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51705&1%AA%20Corrida%20e%20Caminhada%20Contra%20a%20P%F3lio,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51705&1%AA%20Corrida%20e%20Caminhada%20Contra%20a%20P%F3lio
MG,RTR Lagoa Dourada - 1ª Etapa,25/01/2026,,26/17/8km,Luís Nei Resende,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52329&RTR%20Lagoa%20Dourada%20-%201%AA%20Etapa,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52329&RTR%20Lagoa%20Dourada%20-%201%AA%20Etapa
MG,2ª Corrida de Reis,25/01/2026,,"6,2km",AACREP,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52034&2%AA%20Corrida%20de%20Reis,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52034&2%AA%20Corrida%20de%20Reis
MG,Circuito das Cidades - Etapa Pedro Leopoldo,25/01/2026,,5km,Quanta Esportes,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52622&Circuito%20das%20Cidades%20-%20Etapa%20Pedro%20Leopoldo,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52622&Circuito%20das%20Cidades%20-%20Etapa%20Pedro%20Leopoldo
MG,Desafio Gruta dos Palhares,25/01/2026,,21/10/5km,Prefeitura Municipal,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52225&Desafio%20Gruta%20dos%20Palhares,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52225&Desafio%20Gruta%20dos%20Palhares
MG,1ª Corre Dumont,25/01/2026,,5km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52326&1%AA%20Corre%20Dumont,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52326&1%AA%20Corre%20Dumont
MG,1ª Corrida Meu Celular.com,25/01/2026,,7km,Fibra Assessoria Esportiva,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51699&1%AA%20Corrida%20Meu%20Celular.com,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51699&1%AA%20Corrida%20Meu%20Celular.com
MG,Corrida do Beira Lago,25/01/2026,,7km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52690&Corrida%20do%20Beira%20Lago,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52690&Corrida%20do%20Beira%20Lago
MG,1ª Corrida de Rua de Conselheiro Pena,31/01/2026,,5km,Prefeitura Municipal,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=53016&1%AA%20Corrida%20de%20Rua%20de%20Conselheiro%20Pena,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=53016&1%AA%20Corrida%20de%20Rua%20de%20Conselheiro%20Pena
MG,Tribus Festival,31/01/2026,,7km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51698&Tribus%20Festival,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51698&Tribus%20Festival
MG,Track&Fields Experience - Dominick,31/01/2026,,"6,4km",TF Sports,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50549&Track&Fields%20Experience%20-%20Dominick,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50549&Track&Fields%20Experience%20-%20Dominick
MG,Circuito Cervejeiro de Corrida - Ouro Preto,31/01/2026,,3km,FF Eventos Esportivos,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=49985&Circuito%20Cervejeiro%20de%20Corrida%20-%20Ouro%20Preto,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=49985&Circuito%20Cervejeiro%20de%20Corrida%20-%20Ouro%20Preto
MS,,18/01/2026,,5km,Guaíra Clube de Campo,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=50481&1%AA%20Guaira%20Running,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=50481&1%AA%20Guaira%20Running
MS,,18/01/2026,,10/5km,Pantanal Eventos,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=50025&Corrida%20Corumb%E1%2040%20Graus,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=50025&Corrida%20Corumb%E1%2040%20Graus
MS,,25/01/2026,,21/10/5km,Noventa e Três Produções,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=52521&Circuito%20de%20Corrida%20Cidade%20Morena%202026,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=52521&Circuito%20de%20Corrida%20Cidade%20Morena%202026
MS,,01/02/2026,,5km,ATP Mkt Esportivo,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=49005&Cat%20Run%202026,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=49005&Cat%20Run%202026
MS,,01/02/2026,,5km,Joelson Alves Bittencourt,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=52018&Corrida%20Desafio%20Rancho%20Alegre,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=52018&Corrida%20Desafio%20Rancho%20Alegre
MS,,07/02/2026,,90km,,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=45432&Pantanal%20Ultra%20-%201%BA%20Dia,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=45432&Pantanal%20Ultra%20-%201%BA%20Dia
MS,,08/02/2026,,55/32/21/10/5km,,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=45823&Pantanal%20Ultra%20-%202%BA%20Dia,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=45823&Pantanal%20Ultra%20-%202%BA%20Dia
MS,,08/03/2026,,5km,MR Sports,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=52707&19%AA%20Corrida%20e%20Caminhada%20Feminina,https://www.corridasbr.com.br/ms/mostracorrida.asp?escolha=52707&19%AA%20Corrida%20e%20Caminhada%20Feminina
MT,,05/01/2026,,5km,,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52526&1%AA%20Corrida%20B-Day%203.2%20Nadya,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52526&1%AA%20Corrida%20B-Day%203.2%20Nadya
MT,,18/01/2026,,21/10/5km,Bristo Viana Sales,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=48220&12%BA%20Desafio%20Bristoh,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=48220&12%BA%20Desafio%20Bristoh
MT,,25/01/2026,,5km,ATP Mkt Esportivo,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=49018&Cats%20Run%202026,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=49018&Cats%20Run%202026
MT,,07/02/2026,,7km,Claudio dos Santos Nunes,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52534&3%BA%20GP%20de%20Corrida%20de%20Rua%20Vale%20do%20Arinos,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52534&3%BA%20GP%20de%20Corrida%20de%20Rua%20Vale%20do%20Arinos
MT,,15/02/2026,,5km,,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52530&1%AA%20Corrida%20do%20Agro,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52530&1%AA%20Corrida%20do%20Agro
MT,,15/02/2026,,5km,,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52532&Corrida%20Corre%20Folia,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52532&Corrida%20Corre%20Folia
MT,,22/02/2026,,5km,SESP,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52077&5%AA%20Corrida%20Estadual%20de%20Combate%20ao%20Trabalho%20Escravo,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52077&5%AA%20Corrida%20Estadual%20de%20Combate%20ao%20Trabalho%20Escravo
MT,,22/02/2026,,5km,STA Esportes,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52076&2%AA%20Corrida%20de%20Rua%20Rio%20Abaixo%20%96%20Edi%E7%E3o%20Santo%20Ant%F4nio%20do%20Leverger,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52076&2%AA%20Corrida%20de%20Rua%20Rio%20Abaixo%20%96%20Edi%E7%E3o%20Santo%20Ant%F4nio%20do%20Leverger
MT,,01/03/2026,,10/5km,Batalhão de Operações Policiais Especiais de Mato,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=46268&10%AA%20Corrida%20do%20Bope,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=46268&10%AA%20Corrida%20do%20Bope
MT,,08/03/2026,,7/5km,,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52533&2%AA%20Corrida%20Delas,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52533&2%AA%20Corrida%20Delas
MT,,08/03/2026,,5km,MP Movimento,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=50381&3%AA%20Corrida%20Cultural%20S%E3o%20Gon%E7alo%20Beira%20Rio,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=50381&3%AA%20Corrida%20Cultural%20S%E3o%20Gon%E7alo%20Beira%20Rio
MT,,15/03/2026,,5km,I9 Cronometragem Esportiva,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=53024&3%AA%20Corrida%20S%F3%20para%20Elas,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=53024&3%AA%20Corrida%20S%F3%20para%20Elas
MT,,15/03/2026,,6km,,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52527&1%AA%20Corrida%20e%20Caminhada%20Solid%E1ria%20Wantuil%20de%20Freitas,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52527&1%AA%20Corrida%20e%20Caminhada%20Solid%E1ria%20Wantuil%20de%20Freitas
MT,,29/03/2026,,5km,FG Assessoria Esportiva,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52078&11%AA%20Corrida%20Cheia%20de%20Charme,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52078&11%AA%20Corrida%20Cheia%20de%20Charme
MT,,29/03/2026,,7km,A2 Eventos,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52531&5%AA%20Corrida%20Rotary,https://www.corridasbr.com.br/mt/mostracorrida.asp?escolha=52531&5%AA%20Corrida%20Rotary
PA,,11/01/2026,,10/3km,Chip Belém,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=51769&Corrida%20de%20Bel%E9m,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=51769&Corrida%20de%20Bel%E9m
PA,,11/01/2026,,5km,JR Crono,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=50652&Trein%E3o%20JR%209%20Anos,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=50652&Trein%E3o%20JR%209%20Anos
PA,,18/01/2026,,7/3km,Chip Belém,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=51770&Podemos%20Correr%20-%201%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=51770&Podemos%20Correr%20-%201%AA%20Edi%E7%E3o
PA,,18/01/2026,,6km,Chip Corridas Castanhal,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=50838&1%AA%20Corrida%20de%20Todos,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=50838&1%AA%20Corrida%20de%20Todos
PA,,18/01/2026,,8km,Prefeitura Municipal,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52543&25%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52543&25%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o
PA,,18/01/2026,,5km,,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52542&Corrida%20da%20Destro%2025%20Anos,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52542&Corrida%20da%20Destro%2025%20Anos
PA,,18/01/2026,,5km,NC Sports,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52263&Circuito%20de%20Corridas%20Corre%20Par%E1%20-%20Etapa%20Sao%20Miguel%20do%20Guam%E1,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52263&Circuito%20de%20Corridas%20Corre%20Par%E1%20-%20Etapa%20Sao%20Miguel%20do%20Guam%E1
PA,,24/01/2026,,5km,,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52540&Night%20Run%20Marab%E1,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52540&Night%20Run%20Marab%E1
PA,,25/01/2026,,10/5km,Corrente Running,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52535&Corrida%20de%20Ananindeua%202026,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52535&Corrida%20de%20Ananindeua%202026
PA,,25/01/2026,,21/7km,Peruara Adventure,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52279&Meia%20Maratona%20de%20Portel,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52279&Meia%20Maratona%20de%20Portel
PA,,08/02/2026,,7km,Corrente Running,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=50386&6%AA%20Corrida%20Azulina,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=50386&6%AA%20Corrida%20Azulina
PA,,15/02/2026,,7km,Luciano Alma,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52537&8%AA%20Corrida%20Lobos%20da%20Amaz%F4nia,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52537&8%AA%20Corrida%20Lobos%20da%20Amaz%F4nia
PA,,15/02/2026,,8km,Corrente Running,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=51989&Corrida%20e%20Caminhada%20pela%20Vida,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=51989&Corrida%20e%20Caminhada%20pela%20Vida
PA,,22/02/2026,,3km,Raptors Adventure,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52277&Carna%20Run,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=52277&Carna%20Run
PA,,22/02/2026,,5km,,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=50762&1%AA%20Corrida%20do%20Projeto%20Santana%20Bora%20Correr,https://www.corridasbr.com.br/pa/mostracorrida.asp?escolha=50762&1%AA%20Corrida%20do%20Projeto%20Santana%20Bora%20Correr
PB,,10/01/2026,,5km,,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51880&1%AA%20Corrida%20da%20EJC%20Sant%B4Ana,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51880&1%AA%20Corrida%20da%20EJC%20Sant%B4Ana
PB,,11/01/2026,,27/18/10km,Aclive Sports,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51334&TRun%20-%20Trail%20Run%20Series%20-%20Etapa%20Bananeiras,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51334&TRun%20-%20Trail%20Run%20Series%20-%20Etapa%20Bananeiras
PB,,11/01/2026,,8/5km,Layron Cavalcanti,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51115&Corrida%20de%20Anivers%E1rio%20LyRun%202026,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51115&Corrida%20de%20Anivers%E1rio%20LyRun%202026
PB,,11/01/2026,,10/5km,,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=52168&1%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=52168&1%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o
PB,,11/01/2026,,5km,,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51335&Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51335&Corrida%20de%20S%E3o%20Sebasti%E3o
PB,,11/01/2026,,10/5km,OnPoint Produções,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=50211&Corrida%20Nossa%20Senhora%20das%20Dores,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=50211&Corrida%20Nossa%20Senhora%20das%20Dores
PB,,11/01/2026,,5km,Paróquia Jesus Maria e José,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51877&1%AA%20Corrida%20Sagrada,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51877&1%AA%20Corrida%20Sagrada
PB,,18/01/2026,,25/12/8km,José Aldo,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=49194&Agreste%20Extremo,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=49194&Agreste%20Extremo
PB,,18/01/2026,,10/5/3km,,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51846&Corrida%20de%20S%E3o%20Sebasti%E3o%202026,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51846&Corrida%20de%20S%E3o%20Sebasti%E3o%202026
PB,,18/01/2026,,5km,,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51228&Circuito%20de%20Corrida%20Zona%20Sul%20-%20Etapa%20Velentina,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51228&Circuito%20de%20Corrida%20Zona%20Sul%20-%20Etapa%20Velentina
PB,,18/01/2026,,10/5km,Ricardo Silva,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51857&Maromba%20House%20Run,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51857&Maromba%20House%20Run
PB,,18/01/2026,,10/5/3km,,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=49750&1%AA%20Corrida%20Vibe%20Run,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=49750&1%AA%20Corrida%20Vibe%20Run
PB,,25/01/2026,,5km,Ricardo Silva,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51858&1%BA%20EJC%20Running,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=51858&1%BA%20EJC%20Running
PB,,25/01/2026,,5km,,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=49738&Corrida%20Luz%202026,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=49738&Corrida%20Luz%202026
PB,,08/02/2026,,7km,Equipe Papa-leguás,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=50147&1%AA%20Corrida%20Papa-L%E9guas,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=50147&1%AA%20Corrida%20Papa-L%E9guas
PB,,08/02/2026,,4/2km,,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=52548&Mandacaru%20Run,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=52548&Mandacaru%20Run
PB,,08/02/2026,,5km,Ricardo Silva,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=52660&Corrida%201%BA%20ID%20Run,https://www.corridasbr.com.br/pb/mostracorrida.asp?escolha=52660&Corrida%201%BA%20ID%20Run
PE,,11/01/2026,,6km,Cronosvale Cronometragem Esportiva,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51873&1%BA%20Corre%20Cabrob%F3,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51873&1%BA%20Corre%20Cabrob%F3
PE,,11/01/2026,,12/6km,Vem Correr Com A Gente,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50783&Corrida%20do%20Vinho%20Vale%20das%20Colinas,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50783&Corrida%20do%20Vinho%20Vale%20das%20Colinas
PE,,11/01/2026,,10/5km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=49099&1%AA%20Christian%20Run,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=49099&1%AA%20Christian%20Run
PE,,11/01/2026,,5km,Edson Azevedo,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52649&1%AA%20Corrida%20e%20Caminhada%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52649&1%AA%20Corrida%20e%20Caminhada%20de%20S%E3o%20Sebasti%E3o
PE,,11/01/2026,,6km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50292&Corrida%20Sa%FAde%20Mental%20em%20Movimento,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50292&Corrida%20Sa%FAde%20Mental%20em%20Movimento
PE,,18/01/2026,,,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51398&Intense%20Run,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51398&Intense%20Run
PE,,18/01/2026,,5km,Edvan Charles,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51826&Corrida%20da%20Melancia,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51826&Corrida%20da%20Melancia
PE,,18/01/2026,,6km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51812&Corrida%20da%20Renova%E7%E3o%202026,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51812&Corrida%20da%20Renova%E7%E3o%202026
PE,,18/01/2026,,5km,Wagner Alcantara,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51621&Jurema%20Run,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51621&Jurema%20Run
PE,,18/01/2026,,10/5km,Cronosvale Cronometragem Esportiva,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50239&Locomotiva%20Run,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50239&Locomotiva%20Run
PE,,18/01/2026,,5km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50202&1%AA%20Corrida%20of%20Summer,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50202&1%AA%20Corrida%20of%20Summer
PE,,24/01/2026,,"5/2,5km",,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51584&1%AA%20Corrida%20Hayon,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51584&1%AA%20Corrida%20Hayon
PE,,25/01/2026,,7km,Equipe Olho D'Água Adventure,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52595&Olho%20D,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52595&Olho%20D
PE,,25/01/2026,,8/3km,Associação de Bombeiros Civis de Gravatá,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52561&1%AA%20Corrida%20Beneficente%20da%20Associa%E7%E3o%20de%20Bombeiros%20Civis%20de%20Gravat%E1,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52561&1%AA%20Corrida%20Beneficente%20da%20Associa%E7%E3o%20de%20Bombeiros%20Civis%20de%20Gravat%E1
PE,,25/01/2026,,5km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51587&Corrida%20do%20G%E1s%202026,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51587&Corrida%20do%20G%E1s%202026
PE,,25/01/2026,,5km,Elite Produções e Eventos,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52552&1%AA%20CFAP%20Running,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52552&1%AA%20CFAP%20Running
PE,,25/01/2026,,"9,5/5,7km",Agreste Eventos,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50209&31%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50209&31%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o
PE,,25/01/2026,,10/5km,Tiago Ramos,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51825&Sert%E3o%20Run,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51825&Sert%E3o%20Run
PE,,25/01/2026,,5km,Bloco As Bonecas,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52594&Corrida%20As%20Bonecas,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52594&Corrida%20As%20Bonecas
PE,,25/01/2026,,5km,Cronosvale Cronometragem Esportiva,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50240&1%AA%20Corrida%20Polo%20Gesseiro,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50240&1%AA%20Corrida%20Polo%20Gesseiro
PE,,25/01/2026,,5km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51795&1%AA%20Corrida%20Solid%E1ria%20Diagimagem,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51795&1%AA%20Corrida%20Solid%E1ria%20Diagimagem
PE,,31/01/2026,,10/5/3km,Cronosvale Cronometragem Esportiva,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52667&Villa%20Beer%20Run%20+%20Party,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52667&Villa%20Beer%20Run%20+%20Party
PE,,01/02/2026,,10/5km,Academia Falcon,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50262&Corrida%20Esportiva%20-%202%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50262&Corrida%20Esportiva%20-%202%AA%20Edi%E7%E3o
